Date,DesignBuilder,Model,Error,Abs_Error,Pct_Error,Abs_Pct_Error,Year,Month_No,Month
2021-03-30,3303.716036,3520.51222,216.79618400000027,216.79618400000027,6.562191836029829,6.562191836029829,2021,3,2021-03
2021-03-31,2586.911176,3518.095007,931.1838309999998,931.1838309999998,35.995972325568545,35.995972325568545,2021,3,2021-03
2021-04-01,2994.061295,3496.93674,502.8754450000001,502.8754450000001,16.795763194286913,16.795763194286913,2021,4,2021-04
2021-04-02,2950.342677,3515.464094,565.1214169999998,565.1214169999998,19.154433191965104,19.154433191965104,2021,4,2021-04
2021-04-03,3052.185145,3601.880061,549.6949159999999,549.6949159999999,18.009881114207438,18.009881114207438,2021,4,2021-04
2021-04-04,3611.330467,3702.491013,91.16054599999961,91.16054599999961,2.524292551817568,2.524292551817568,2021,4,2021-04
2021-04-05,5282.41143,3559.218418,-1723.1930120000002,1723.1930120000002,-32.621332791565614,32.621332791565614,2021,4,2021-04
2021-04-06,3540.541871,3556.680787,16.13891599999988,16.13891599999988,0.45583180733410067,0.45583180733410067,2021,4,2021-04
2021-04-07,3625.734725,3615.504059,-10.230665999999928,10.230665999999928,-0.2821680783609984,0.2821680783609984,2021,4,2021-04
2021-04-08,3279.768347,3818.24248,538.4741329999997,538.4741329999997,16.41805383884936,16.41805383884936,2021,4,2021-04
2021-04-09,2922.400463,3716.213033,793.81257,793.81257,27.163031899642842,27.163031899642842,2021,4,2021-04
2021-04-10,2796.865139,4082.331219,1285.4660800000001,1285.4660800000001,45.9609604365697,45.9609604365697,2021,4,2021-04
2021-04-11,3375.188452,3938.953864,563.7654120000002,563.7654120000002,16.70322768691436,16.70322768691436,2021,4,2021-04
2021-04-12,4333.415276,4254.286064,-79.12921199999982,79.12921199999982,-1.8260242086246763,1.8260242086246763,2021,4,2021-04
2021-04-13,3484.953101,3569.922703,84.96960200000012,84.96960200000012,2.4381849493359975,2.4381849493359975,2021,4,2021-04
2021-04-14,2938.128265,4083.192574,1145.0643090000003,1145.0643090000003,38.972577291481876,38.972577291481876,2021,4,2021-04
2021-04-15,2625.608766,4718.309779,2092.7010130000003,2092.7010130000003,79.70345925482793,79.70345925482793,2021,4,2021-04
2021-04-16,3225.689891,4407.373037,1181.6831460000003,1181.6831460000003,36.63350123324054,36.63350123324054,2021,4,2021-04
2021-04-17,3493.717625,4340.601498,846.8838729999998,846.8838729999998,24.240192365288816,24.240192365288816,2021,4,2021-04
2021-04-18,3008.941999,4238.784707,1229.8427079999997,1229.8427079999997,40.87292837179078,40.87292837179078,2021,4,2021-04
2021-04-19,3709.069749,4646.570891,937.5011420000005,937.5011420000005,25.27591028054298,25.27591028054298,2021,4,2021-04
2021-04-20,3190.099784,4659.13429,1469.034506,1469.034506,46.04979798337242,46.04979798337242,2021,4,2021-04
2021-04-21,2648.271067,4886.031749,2237.7606819999996,2237.7606819999996,84.49892874957726,84.49892874957726,2021,4,2021-04
2021-04-22,2841.607366,4860.775034,2019.167668,2019.167668,71.05723655419325,71.05723655419325,2021,4,2021-04
2021-04-23,3046.173596,5417.890383,2371.716787,2371.716787,77.85888467139085,77.85888467139085,2021,4,2021-04
2021-04-24,3226.023412,5759.302474,2533.279062,2533.279062,78.5263694174331,78.5263694174331,2021,4,2021-04
2021-04-25,4261.720465,5568.217591,1306.4971259999993,1306.4971259999993,30.656565505170907,30.656565505170907,2021,4,2021-04
2021-04-26,5102.615152,5332.757526,230.14237400000002,230.14237400000002,4.510282808802352,4.510282808802352,2021,4,2021-04
2021-04-27,3690.999664,5155.197296,1464.1976320000003,1464.1976320000003,39.66940572444334,39.66940572444334,2021,4,2021-04
2021-04-28,3931.293557,5823.040224,1891.7466670000003,1891.7466670000003,48.120208770255424,48.120208770255424,2021,4,2021-04
2021-04-29,4447.75088,5478.378511,1030.6276310000003,1030.6276310000003,23.171883021469952,23.171883021469952,2021,4,2021-04
2021-04-30,4182.19142,4647.545734,465.35431400000016,465.35431400000016,11.127044825700496,11.127044825700496,2021,4,2021-04
2021-05-01,3793.883629,4382.342412,588.458783,588.458783,15.51072306229665,15.51072306229665,2021,5,2021-05
2021-05-02,3084.495261,4370.551639,1286.0563780000002,1286.0563780000002,41.694224473635856,41.694224473635856,2021,5,2021-05
2021-05-03,3238.623272,4212.868767,974.2454950000001,974.2454950000001,30.082087763124065,30.082087763124065,2021,5,2021-05
2021-05-04,3358.135423,4480.134803,1121.9993799999997,1121.9993799999997,33.411379788777495,33.411379788777495,2021,5,2021-05
2021-05-05,3148.014564,3980.933226,832.918662,832.918662,26.458539027267346,26.458539027267346,2021,5,2021-05
2021-05-06,3283.597516,5035.456427,1751.8589110000003,1751.8589110000003,53.35181618525747,53.35181618525747,2021,5,2021-05
2021-05-07,3493.868583,3934.449513,440.5809300000001,440.5809300000001,12.610117396622186,12.610117396622186,2021,5,2021-05
2021-05-08,3499.873276,4640.153791,1140.280515,1140.280515,32.580622927674256,32.580622927674256,2021,5,2021-05
2021-05-09,3744.067085,4971.26879,1227.201705,1227.201705,32.777236014722746,32.777236014722746,2021,5,2021-05
2021-05-10,4092.057604,5295.326322,1203.2687179999998,1203.2687179999998,29.404979950032978,29.404979950032978,2021,5,2021-05
2021-05-11,4286.474841,4780.492672,494.0178310000001,494.0178310000001,11.52503745676365,11.52503745676365,2021,5,2021-05
2021-05-12,3776.986212,5639.848124,1862.8619120000003,1862.8619120000003,49.321385026014504,49.321385026014504,2021,5,2021-05
2021-05-13,3924.73011,5218.639883,1293.9097729999999,1293.9097729999999,32.96812103597105,32.96812103597105,2021,5,2021-05
2021-05-14,4312.717664,5136.88428,824.1666160000004,824.1666160000004,19.110145393463913,19.110145393463913,2021,5,2021-05
2021-05-15,4887.88218,5104.993742,217.11156200000005,217.11156200000005,4.441832965785605,4.441832965785605,2021,5,2021-05
2021-05-16,5205.01078,4871.049516,-333.9612639999996,333.9612639999996,-6.416149324478433,6.416149324478433,2021,5,2021-05
2021-05-17,4265.40101,5352.977932,1087.5769220000002,1087.5769220000002,25.49764768776102,25.49764768776102,2021,5,2021-05
2021-05-18,4251.05817,5821.553881,1570.4957109999996,1570.4957109999996,36.94364198737839,36.94364198737839,2021,5,2021-05
2021-05-19,4314.55064,5689.421863,1374.8712229999992,1374.8712229999992,31.86591925132669,31.86591925132669,2021,5,2021-05
2021-05-20,5179.23396,5336.928103,157.69414300000062,157.69414300000062,3.0447387435650937,3.0447387435650937,2021,5,2021-05
2021-05-21,4621.35739,7192.66982,2571.31243,2571.31243,55.63976583079197,55.63976583079197,2021,5,2021-05
2021-05-22,4221.15845,7588.157686,3366.9992359999997,3366.9992359999997,79.76481517769132,79.76481517769132,2021,5,2021-05
2021-05-23,3874.593218,7490.773512,3616.180294,3616.180294,93.33057925153267,93.33057925153267,2021,5,2021-05
2021-05-24,3749.743104,7470.398189,3720.6550849999994,3720.6550849999994,99.22426635123426,99.22426635123426,2021,5,2021-05
2021-05-25,3389.435357,7980.811954,4591.376597,4591.376597,135.46140030426315,135.46140030426315,2021,5,2021-05
2021-05-26,4264.748187,6674.421497,2409.67331,2409.67331,56.50212402564063,56.50212402564063,2021,5,2021-05
2021-05-27,4126.67168,7764.602439,3637.930759,3637.930759,88.156534880914,88.156534880914,2021,5,2021-05
2021-05-28,3988.55061,7706.846856,3718.2962460000003,3718.2962460000003,93.22424633844625,93.22424633844625,2021,5,2021-05
2021-05-29,4211.277492,8287.732279,4076.4547869999997,4076.4547869999997,96.79853191208326,96.79853191208326,2021,5,2021-05
2021-05-30,4113.22235,7521.070616,3407.848266,3407.848266,82.85105875688923,82.85105875688923,2021,5,2021-05
2021-05-31,3970.248529,8059.098639,4088.85011,4088.85011,102.9872583575989,102.9872583575989,2021,5,2021-05
2021-06-01,4224.89046,7725.343314,3500.452854,3500.452854,82.85310322578164,82.85310322578164,2021,6,2021-06
2021-06-02,5084.44041,7299.154774,2214.7143639999995,2214.7143639999995,43.55866497410675,43.55866497410675,2021,6,2021-06
2021-06-03,4971.02119,7364.766907,2393.745717,2393.745717,48.15400348353775,48.15400348353775,2021,6,2021-06
2021-06-04,4411.00762,8323.496012,3912.4883919999993,3912.4883919999993,88.69829138948526,88.69829138948526,2021,6,2021-06
2021-06-05,4372.35062,7887.197899,3514.8472789999996,3514.8472789999996,80.38804717358188,80.38804717358188,2021,6,2021-06
2021-06-06,4087.15942,8325.529298,4238.3698779999995,4238.3698779999995,103.6996466851787,103.6996466851787,2021,6,2021-06
2021-06-07,4116.5835,7996.716905,3880.1334050000005,3880.1334050000005,94.2561569563693,94.2561569563693,2021,6,2021-06
2021-06-08,4292.901,7998.033071,3705.132071,3705.132071,86.30835118256861,86.30835118256861,2021,6,2021-06
2021-06-09,4572.16315,8205.263853,3633.100703,3633.100703,79.46130931482618,79.46130931482618,2021,6,2021-06
2021-06-10,4685.38228,7826.853895,3141.4716150000004,3141.4716150000004,67.04835224245566,67.04835224245566,2021,6,2021-06
2021-06-11,4902.22215,8090.015528,3187.7933780000003,3187.7933780000003,65.0275177349929,65.0275177349929,2021,6,2021-06
2021-06-12,5113.7184,8461.383184,3347.6647840000005,3347.6647840000005,65.46439444143034,65.46439444143034,2021,6,2021-06
2021-06-13,4504.69971,9006.142149,4501.4424389999995,4501.4424389999995,99.92769171732425,99.92769171732425,2021,6,2021-06
2021-06-14,4325.05133,8084.597289,3759.545959,3759.545959,86.92488648452641,86.92488648452641,2021,6,2021-06
2021-06-15,4497.45789,7692.172055,3194.7141650000003,3194.7141650000003,71.03377603831218,71.03377603831218,2021,6,2021-06
2021-06-16,5023.69828,8294.226281,3270.5280009999997,3270.5280009999997,65.1019989401115,65.1019989401115,2021,6,2021-06
2021-06-17,5352.82961,8278.205278,2925.3756679999997,2925.3756679999997,54.65101415772507,54.65101415772507,2021,6,2021-06
2021-06-18,5249.81618,8230.13019,2980.31401,2980.31401,56.76987360726981,56.76987360726981,2021,6,2021-06
2021-06-19,5015.42619,9358.306025,4342.879835,4342.879835,86.59044456997582,86.59044456997582,2021,6,2021-06
2021-06-20,4083.45654,8801.183297,4717.726756999999,4717.726756999999,115.53267950293893,115.53267950293893,2021,6,2021-06
2021-06-21,4283.07396,8427.608707,4144.534747,4144.534747,96.7654256196874,96.7654256196874,2021,6,2021-06
2021-06-22,4619.65129,8298.264025,3678.6127350000006,3678.6127350000006,79.62966258866696,79.62966258866696,2021,6,2021-06
2021-06-23,4637.24209,8729.421313,4092.179223000001,4092.179223000001,88.24596912515304,88.24596912515304,2021,6,2021-06
2021-06-24,4649.31548,7566.710873,2917.395393,2917.395393,62.748923052216696,62.748923052216696,2021,6,2021-06
2021-06-25,4811.18419,8821.138182,4009.9539920000007,4009.9539920000007,83.34650750504733,83.34650750504733,2021,6,2021-06
2021-06-26,4674.50548,8837.60119,4163.09571,4163.09571,89.05959631049572,89.05959631049572,2021,6,2021-06
2021-06-27,4340.1376,8419.428749,4079.2911490000006,4079.2911490000006,93.98990366111896,93.98990366111896,2021,6,2021-06
2021-06-28,4307.56801,7993.18647,3685.6184599999997,3685.6184599999997,85.56146882518982,85.56146882518982,2021,6,2021-06
2021-06-29,4657.50377,7796.179062,3138.675292,3138.675292,67.38964576297057,67.38964576297057,2021,6,2021-06
2021-06-30,4972.79215,8181.842037,3209.049887,3209.049887,64.53215397309538,64.53215397309538,2021,6,2021-06
2021-07-01,4472.90498,8140.340725,3667.4357449999998,3667.4357449999998,81.99225696495792,81.99225696495792,2021,7,2021-07
2021-07-02,4857.14559,8013.844485,3156.6988949999995,3156.6988949999995,64.99082303604573,64.99082303604573,2021,7,2021-07
2021-07-03,5005.40664,8618.563499,3613.1568589999997,3613.1568589999997,72.18508143026716,72.18508143026716,2021,7,2021-07
2021-07-04,4474.50616,8432.957235,3958.451075,3958.451075,88.46677004016014,88.46677004016014,2021,7,2021-07
2021-07-05,4452.77239,8552.085303,4099.312913,4099.312913,92.06203582752632,92.06203582752632,2021,7,2021-07
2021-07-06,4888.5894,8490.935672,3602.3462719999998,3602.3462719999998,73.68886967680288,73.68886967680288,2021,7,2021-07
2021-07-07,5264.93098,8139.716023,2874.785043,2874.785043,54.60252098119622,54.60252098119622,2021,7,2021-07
2021-07-08,5456.09433,8054.241093,2598.1467629999997,2598.1467629999997,47.61916869204862,47.61916869204862,2021,7,2021-07
2021-07-09,4900.00727,7955.753645,3055.7463749999997,3055.7463749999997,62.36207839340613,62.36207839340613,2021,7,2021-07
2021-07-10,5000.90739,8749.690619,3748.7832290000006,3748.7832290000006,74.96206061516368,74.96206061516368,2021,7,2021-07
2021-07-11,4664.18388,8264.321422,3600.1375420000013,3600.1375420000013,77.1868698710052,77.1868698710052,2021,7,2021-07
2021-07-12,4689.56993,7830.098785,3140.5288550000005,3140.5288550000005,66.9683766715896,66.9683766715896,2021,7,2021-07
2021-07-13,4858.88169,8195.024542,3336.142851999999,3336.142851999999,68.66071381952086,68.66071381952086,2021,7,2021-07
2021-07-14,5009.88511,7579.445734,2569.5606239999997,2569.5606239999997,51.28981139449722,51.28981139449722,2021,7,2021-07
2021-07-15,5627.71116,8134.576958,2506.865798,2506.865798,44.5450330823304,44.5450330823304,2021,7,2021-07
2021-07-16,5848.31944,7953.422258,2105.1028179999994,2105.1028179999994,35.99500402802894,35.99500402802894,2021,7,2021-07
2021-07-17,6210.43513,7412.066527,1201.631397,1201.631397,19.34858623988236,19.34858623988236,2021,7,2021-07
2021-07-18,5370.03919,7943.947135,2573.907945,2573.907945,47.93089685068015,47.93089685068015,2021,7,2021-07
2021-07-19,4972.32473,8235.555203,3263.2304729999996,3263.2304729999996,65.6278632268653,65.6278632268653,2021,7,2021-07
2021-07-20,5439.79087,7492.019907,2052.229037,2052.229037,37.726248785001545,37.726248785001545,2021,7,2021-07
2021-07-21,5585.34746,8095.987195,2510.6397349999997,2510.6397349999997,44.950466429889744,44.950466429889744,2021,7,2021-07
2021-07-22,5939.9462,7488.355911,1548.4097109999993,1548.4097109999993,26.067739653938265,26.067739653938265,2021,7,2021-07
2021-07-23,5581.20132,7663.156634,2081.955314,2081.955314,37.30299615854029,37.30299615854029,2021,7,2021-07
2021-07-24,5959.30357,7333.274814,1373.9712440000003,1373.9712440000003,23.055902889672733,23.055902889672733,2021,7,2021-07
2021-07-25,5125.82588,7120.259595,1994.4337150000001,1994.4337150000001,38.90950964179064,38.90950964179064,2021,7,2021-07
2021-07-26,5402.55925,6743.603149,1341.0438989999993,1341.0438989999993,24.822382077531113,24.822382077531113,2021,7,2021-07
2021-07-27,6205.68898,7881.240461,1675.5514810000004,1675.5514810000004,27.00024906823481,27.00024906823481,2021,7,2021-07
2021-07-28,5478.16375,6790.286128,1312.122378,1312.122378,23.95186485617558,23.95186485617558,2021,7,2021-07
2021-07-29,5714.66594,7153.714402,1439.0484619999997,1439.0484619999997,25.181672509102075,25.181672509102075,2021,7,2021-07
2021-07-30,5138.28157,7900.949132,2762.6675619999996,2762.6675619999996,53.76637158480981,53.76637158480981,2021,7,2021-07
2021-07-31,5125.0202,7303.133846,2178.113646,2178.113646,42.49961094787489,42.49961094787489,2021,7,2021-07
2021-08-01,5444.18313,6697.29858,1253.1154499999993,1253.1154499999993,23.0175109851604,23.0175109851604,2021,8,2021-08
2021-08-02,5416.65439,7244.689422,1828.0350320000007,1828.0350320000007,33.74841554179351,33.74841554179351,2021,8,2021-08
2021-08-03,6101.33445,6898.34764,797.0131899999997,797.0131899999997,13.062932322944526,13.062932322944526,2021,8,2021-08
2021-08-04,6552.39251,6423.481751,-128.91075899999942,128.91075899999942,-1.9673845668320538,1.9673845668320538,2021,8,2021-08
2021-08-05,6750.89066,6363.750283,-387.1403769999997,387.1403769999997,-5.734656306816851,5.734656306816851,2021,8,2021-08
2021-08-06,6683.28429,6358.345872,-324.93841799999973,324.93841799999973,-4.861957144127409,4.861957144127409,2021,8,2021-08
2021-08-07,5909.12085,6580.038239,670.9173890000002,670.9173890000002,11.353929053591791,11.353929053591791,2021,8,2021-08
2021-08-08,5253.59103,6426.416838,1172.8258080000005,1172.8258080000005,22.32426927225054,22.32426927225054,2021,8,2021-08
2021-08-09,5076.69011,6321.604856,1244.9147460000004,1244.9147460000004,24.52217328664169,24.52217328664169,2021,8,2021-08
2021-08-10,5640.09322,5928.730561,288.63734100000056,288.63734100000056,5.117598765504102,5.117598765504102,2021,8,2021-08
2021-08-11,5895.17891,5305.186579,-589.9923309999995,589.9923309999995,-10.008047932170383,10.008047932170383,2021,8,2021-08
2021-08-12,6030.71243,6002.464,-28.248429999999644,28.248429999999644,-0.4684095009982037,0.4684095009982037,2021,8,2021-08
2021-08-13,6042.95215,5724.669148,-318.2830020000001,318.2830020000001,-5.267011786614926,5.267011786614926,2021,8,2021-08
2021-08-14,6749.35805,6126.10924,-623.24881,623.24881,-9.234193909745239,9.234193909745239,2021,8,2021-08
2021-08-15,5335.07344,5554.738383,219.66494299999977,219.66494299999977,4.1173743055353285,4.1173743055353285,2021,8,2021-08
2021-08-16,4901.32202,5756.329011,855.0069910000002,855.0069910000002,17.444415761933556,17.444415761933556,2021,8,2021-08
2021-08-17,5297.23517,5929.18383,631.94866,631.94866,11.929782985262479,11.929782985262479,2021,8,2021-08
2021-08-18,6082.19491,5989.337109,-92.85780100000011,92.85780100000011,-1.5267153120550045,1.5267153120550045,2021,8,2021-08
2021-08-19,6319.63495,5339.467614,-980.1673359999995,980.1673359999995,-15.509872702378157,15.509872702378157,2021,8,2021-08
2021-08-20,6209.07864,5334.426286,-874.6523539999998,874.6523539999998,-14.086668968328606,14.086668968328606,2021,8,2021-08
2021-08-21,6743.31883,5227.400779,-1515.9180510000006,1515.9180510000006,-22.480296263850253,22.480296263850253,2021,8,2021-08
2021-08-22,5821.49399,5600.888607,-220.60538300000007,220.60538300000007,-3.789497736817213,3.789497736817213,2021,8,2021-08
2021-08-23,5099.76661,4798.690435,-301.07617499999924,301.07617499999924,-5.903724582407885,5.903724582407885,2021,8,2021-08
2021-08-24,5804.61874,5135.680498,-668.9382420000002,668.9382420000002,-11.524240815168511,11.524240815168511,2021,8,2021-08
2021-08-25,6133.74644,4859.911679,-1273.834761,1273.834761,-20.76764622503698,20.76764622503698,2021,8,2021-08
2021-08-26,6500.56523,4890.709184,-1609.8560459999999,1609.8560459999999,-24.7648625779577,24.7648625779577,2021,8,2021-08
2021-08-27,5737.3011,4898.053395,-839.2477049999998,839.2477049999998,-14.627918081552313,14.627918081552313,2021,8,2021-08
2021-08-28,5562.61951,4500.363923,-1062.2555870000006,1062.2555870000006,-19.096319370583743,19.096319370583743,2021,8,2021-08
2021-08-29,4999.10669,4979.187822,-19.918867999999748,19.918867999999748,-0.3984485476144089,0.3984485476144089,2021,8,2021-08
2021-08-30,4925.47331,4387.002067,-538.471243,538.471243,-10.932375613664627,10.932375613664627,2021,8,2021-08
2021-08-31,5240.06435,4589.898099,-650.1662509999996,650.1662509999996,-12.407600509715108,12.407600509715108,2021,8,2021-08
2021-09-01,5511.50383,4246.67076,-1264.8330699999997,1264.8330699999997,-22.948964729286956,22.948964729286956,2021,9,2021-09
2021-09-02,5693.62216,4453.325313,-1240.2968469999996,1240.2968469999996,-21.783968309551465,21.783968309551465,2021,9,2021-09
2021-09-03,5320.43153,2747.212588,-2573.218942,2573.218942,-48.36485400649447,48.36485400649447,2021,9,2021-09
2021-09-04,5391.80421,2585.778369,-2806.025841,2806.025841,-52.042428317329424,52.042428317329424,2021,9,2021-09
2021-09-05,4601.31633,2615.733699,-1985.5826309999998,1985.5826309999998,-43.152491343710764,43.152491343710764,2021,9,2021-09
2021-09-06,4504.71833,2813.215694,-1691.5026359999997,1691.5026359999997,-37.549576068610705,37.549576068610705,2021,9,2021-09
2021-09-07,4932.17754,2553.928359,-2378.2491809999997,2378.2491809999997,-48.219050545370266,48.219050545370266,2021,9,2021-09
2021-09-08,4953.74652,2526.574978,-2427.1715419999996,2427.1715419999996,-48.996684271200856,48.996684271200856,2021,9,2021-09
2021-09-09,4772.56229,2488.910105,-2283.652185,2283.652185,-47.849604598874706,47.849604598874706,2021,9,2021-09
2021-09-10,4766.71782,2527.923611,-2238.7942089999997,2238.7942089999997,-46.96720665122148,46.96720665122148,2021,9,2021-09
2021-09-11,4807.60464,2414.074696,-2393.5299439999994,2393.5299439999994,-49.786330682965634,49.786330682965634,2021,9,2021-09
2021-09-12,4299.95323,2485.269314,-1814.683916,1814.683916,-42.20241055970741,42.20241055970741,2021,9,2021-09
2021-09-13,4572.54981,2485.95628,-2086.5935300000006,2086.5935300000006,-45.63304101000051,45.63304101000051,2021,9,2021-09
2021-09-14,5317.6152,2410.578304,-2907.036896,2907.036896,-54.668056763490526,54.668056763490526,2021,9,2021-09
2021-09-15,5467.92428,2458.274143,-3009.650137,3009.650137,-55.04191321756928,55.04191321756928,2021,9,2021-09
2021-09-16,6320.8666,2412.531643,-3908.3349570000005,3908.3349570000005,-61.832264534739586,61.832264534739586,2021,9,2021-09
2021-09-17,5998.87983,2450.084453,-3548.795377,3548.795377,-59.15763405115585,59.15763405115585,2021,9,2021-09
2021-09-18,5819.24774,2413.047545,-3406.200195,3406.200195,-58.53334223230716,58.53334223230716,2021,9,2021-09
2021-09-19,4827.1528,2401.281697,-2425.871103,2425.871103,-50.25469885684994,50.25469885684994,2021,9,2021-09
2021-09-20,4701.07614,2349.029569,-2352.0465710000003,2352.0465710000003,-50.032088418801926,50.032088418801926,2021,9,2021-09
2021-09-21,4714.62415,2402.963443,-2311.6607069999995,2311.6607069999995,-49.03170716164087,49.03170716164087,2021,9,2021-09
2021-09-22,5243.48612,2372.306749,-2871.1793709999997,2871.1793709999997,-54.75707011121067,54.75707011121067,2021,9,2021-09
2021-09-23,5503.6869,2379.3925,-3124.2943999999998,3124.2943999999998,-56.76729902640355,56.76729902640355,2021,9,2021-09
2021-09-24,5369.23275,2331.619599,-3037.613151,3037.613151,-56.57443609610703,56.57443609610703,2021,9,2021-09
2021-09-25,4893.94802,2270.949528,-2622.9984919999997,2622.9984919999997,-53.59677874143011,53.59677874143011,2021,9,2021-09
2021-09-26,4531.9163,2301.274103,-2230.6421969999997,2230.6421969999997,-49.22072803948298,49.22072803948298,2021,9,2021-09
2021-09-27,4635.97682,2340.432491,-2295.544329,2295.544329,-49.51587158712325,49.51587158712325,2021,9,2021-09
2021-09-28,5014.81662,2290.085324,-2724.7312959999995,2724.7312959999995,-54.33361780634761,54.33361780634761,2021,9,2021-09
2021-09-29,5377.08663,2191.809054,-3185.277576,3185.277576,-59.23798136761654,59.23798136761654,2021,9,2021-09
2021-09-30,5052.08146,2249.251348,-2802.8301120000006,2802.8301120000006,-55.478719695861756,55.478719695861756,2021,9,2021-09
2021-10-01,4317.26263,2281.376048,-2035.886582,2035.886582,-47.15688519509873,47.15688519509873,2021,10,2021-10
2021-10-02,4272.50104,2292.38109,-1980.1199500000002,1980.1199500000002,-46.34568678770878,46.34568678770878,2021,10,2021-10
2021-10-03,4011.228288,2247.669507,-1763.5587809999997,1763.5587809999997,-43.96555504646461,43.96555504646461,2021,10,2021-10
2021-10-04,4065.883998,2160.903059,-1904.9809389999996,1904.9809389999996,-46.85281085090121,46.85281085090121,2021,10,2021-10
2021-10-05,4292.877178,2205.781624,-2087.0955539999995,2087.0955539999995,-48.61763957971778,48.61763957971778,2021,10,2021-10
2021-10-06,4062.427559,2187.096615,-1875.3309440000003,1875.3309440000003,-46.162815625975824,46.162815625975824,2021,10,2021-10
2021-10-07,3907.519898,2140.193272,-1767.326626,1767.326626,-45.228858000302886,45.228858000302886,2021,10,2021-10
2021-10-08,4331.51597,2139.561435,-2191.9545350000003,2191.9545350000003,-50.60478941279305,50.60478941279305,2021,10,2021-10
2021-10-09,4344.95364,2165.046075,-2179.9075649999995,2179.9075649999995,-50.1710201216324,50.1710201216324,2021,10,2021-10
2021-10-10,4118.49991,2111.681773,-2006.8181370000007,2006.8181370000007,-48.72691953027141,48.72691953027141,2021,10,2021-10
2021-10-11,4059.78669,2160.831919,-1898.9547709999997,1898.9547709999997,-46.77474251732176,46.77474251732176,2021,10,2021-10
2021-10-12,4207.533264,2105.803163,-2101.7301009999996,2101.7301009999996,-49.95159798218531,49.95159798218531,2021,10,2021-10
2021-10-13,4613.78631,2050.602034,-2563.1842760000004,2563.1842760000004,-55.55489794671483,55.55489794671483,2021,10,2021-10
2021-10-14,5134.08039,2074.677864,-3059.402526,3059.402526,-59.59007833143804,59.59007833143804,2021,10,2021-10
2021-10-15,5247.74301,2101.739939,-3146.003071,3146.003071,-59.9496405408008,59.9496405408008,2021,10,2021-10
2021-10-16,4914.80296,2067.810603,-2846.992357,2846.992357,-57.92688700179346,57.92688700179346,2021,10,2021-10
2021-10-17,4248.523,1968.085648,-2280.437352,2280.437352,-53.67600344872794,53.67600344872794,2021,10,2021-10
2021-10-18,3805.388533,1979.739616,-1825.6489169999998,1825.6489169999998,-47.9753618104467,47.9753618104467,2021,10,2021-10
2021-10-19,3532.093219,2103.419246,-1428.673973,1428.673973,-40.44836544275815,40.44836544275815,2021,10,2021-10
2021-10-20,3120.869741,1932.388864,-1188.480877,1188.480877,-38.08172002139323,38.08172002139323,2021,10,2021-10
2021-10-21,3384.239013,1941.992853,-1442.24616,1442.24616,-42.61655735483952,42.61655735483952,2021,10,2021-10
2021-10-22,2830.738495,1994.705408,-836.033087,836.033087,-29.53409820358556,29.53409820358556,2021,10,2021-10
2021-10-23,2999.144898,2670.002477,-329.142421,329.142421,-10.974542150980797,10.974542150980797,2021,10,2021-10
2021-10-24,3348.201428,1958.735681,-1389.4657469999997,1389.4657469999997,-41.49886967314201,41.49886967314201,2021,10,2021-10
2021-10-25,3551.307504,1986.076722,-1565.2307819999999,1565.2307819999999,-44.07477471993087,44.07477471993087,2021,10,2021-10
2021-10-26,3781.111635,2004.418183,-1776.6934520000002,1776.6934520000002,-46.98865369522474,46.98865369522474,2021,10,2021-10
2021-10-27,3927.952632,2853.624872,-1074.3277600000001,1074.3277600000001,-27.35083288041036,27.35083288041036,2021,10,2021-10
2021-10-28,3619.077601,2921.832991,-697.2446099999997,697.2446099999997,-19.26580987949365,19.26580987949365,2021,10,2021-10
2021-10-29,3729.257649,2835.844487,-893.4131620000003,893.4131620000003,-23.956863432044415,23.956863432044415,2021,10,2021-10
2021-10-30,3771.507721,1871.66009,-1899.8476309999999,1899.8476309999999,-50.37369061772099,50.37369061772099,2021,10,2021-10
2021-10-31,3371.976746,2837.938142,-534.0386039999999,534.0386039999999,-15.837552991238804,15.837552991238804,2021,10,2021-10
2021-11-01,4272.799369,3212.621106,-1060.1782630000002,1060.1782630000002,-24.812264078950257,24.812264078950257,2021,11,2021-11
2021-11-02,4115.569399,2901.911509,-1213.65789,1213.65789,-29.489428371561278,29.489428371561278,2021,11,2021-11
2021-11-03,3293.20653,3119.987969,-173.21856100000014,173.21856100000014,-5.259875426033488,5.259875426033488,2021,11,2021-11
2021-11-04,3863.849088,2870.379088,-993.4699999999998,993.4699999999998,-25.711925527459933,25.711925527459933,2021,11,2021-11
2021-11-05,3109.616586,3266.993181,157.37659499999972,157.37659499999972,5.060964612439191,5.060964612439191,2021,11,2021-11
2021-11-06,2941.370751,3064.410257,123.03950600000007,123.03950600000007,4.183066890094335,4.183066890094335,2021,11,2021-11
2021-11-07,3233.259357,2855.181468,-378.0778889999997,378.0778889999997,-11.693398124139403,11.693398124139403,2021,11,2021-11
2021-11-08,4766.905576,2943.012426,-1823.8931500000003,1823.8931500000003,-38.2615749550983,38.2615749550983,2021,11,2021-11
2021-11-09,4478.994796,3230.105185,-1248.889611,1248.889611,-27.88325657612575,27.88325657612575,2021,11,2021-11
2021-11-10,3814.517197,3398.677689,-415.839508,415.839508,-10.90149779183182,10.90149779183182,2021,11,2021-11
